State,Date,Season,Temp_Max_C,Temp_Min_C,Humidity_pct,Rainfall_mm,WindSpeed_kmh,SolarRad_Wm2,Evapotranspiration
Odisha,2019-03-02,Rabi,38.2,30.2,79.3,48.7,30.7,245.6,4.16
Tripura,2020-02-02,Rabi,31.1,23.8,66.2,0.0,13.4,312.3,4.92
Sikkim,2020-01-05,Rabi,36.2,28.2,58.2,65.5,16.7,213.8,4.55
Meghalaya,2021-01-30,Rabi,31.4,24.4,58.5,46.5,11.7,216.7,5.31
Himachal Pradesh,2021-05-20,Zaid,17.2,11.9,57.7,43.8,6.4,247.0,4.67
Meghalaya,2022-08-16,Kharif,20.0,12.2,53.8,85.9,10.7,237.7,3.28
Chandigarh,2020-09-08,Kharif,18.0,7.9,58.3,27.5,24.7,285.3,3.66
Jharkhand,2022-10-22,Kharif,15.1,7.1,43.6,36.1,9.6,253.1,5.74
Jammu and Kashmir,2022-07-28,Kharif,29.5,23.8,67.2,0.0,14.2,237.1,4.6
Chhattisgarh,2021-02-20,Rabi,30.0,24.3,28.6,56.8,11.7,254.3,2.64
Telangana,2019-04-14,Zaid,31.5,20.2,55.5,37.7,18.3,275.1,6.62
Andhra Pradesh,2021-08-30,Kharif,25.8,18.1,49.3,57.4,13.4,149.8,2.8
Maharashtra,2020-03-23,Rabi,40.1,35.0,65.6,0.0,13.8,280.1,4.43
Puducherry,2020-02-19,Rabi,25.0,13.2,56.3,64.3,14.5,282.8,3.68
Haryana,2019-11-25,Rabi,26.6,18.9,66.5,0.0,25.9,267.2,5.74
Himachal Pradesh,2022-01-26,Rabi,18.9,10.9,76.0,80.5,15.2,358.9,2.61
Meghalaya,2021-09-08,Kharif,23.7,14.6,52.9,94.6,21.2,290.5,3.25
Andaman and Nicobar Islands,2022-12-01,Rabi,28.6,20.5,51.7,103.1,17.8,254.6,5.35
Chhattisgarh,2021-06-07,Kharif,29.3,23.5,68.2,28.5,26.7,295.6,4.87
Assam,2020-05-06,Zaid,33.8,24.7,74.1,35.6,21.3,294.9,4.03
Assam,2019-08-02,Kharif,28.1,17.7,69.9,79.0,26.7,348.0,3.25
Andhra Pradesh,2022-04-02,Zaid,27.7,16.5,41.0,59.9,18.3,207.4,2.73
Kerala,2021-06-03,Kharif,30.7,22.8,66.5,243.6,20.6,254.0,2.46
Jammu and Kashmir,2019-02-24,Rabi,29.5,22.9,69.4,19.0,21.5,226.4,4.34
Nagaland,2022-07-31,Kharif,35.0,27.9,53.3,47.9,23.2,245.7,4.63
Maharashtra,2019-04-14,Zaid,34.1,25.5,56.8,0.0,31.0,249.7,4.96
Tamil Nadu,2020-08-02,Kharif,25.8,17.4,71.5,57.4,12.0,316.2,4.67
Andhra Pradesh,2022-02-18,Rabi,34.9,25.5,65.9,0.0,9.4,237.8,4.4
Jharkhand,2020-05-10,Zaid,33.9,27.5,48.5,32.9,18.1,216.8,5.25
Uttarakhand,2022-02-28,Rabi,36.4,28.5,75.6,18.6,22.1,295.5,4.18
Sikkim,2021-07-31,Kharif,32.9,27.7,61.9,20.6,25.1,252.1,4.73
Uttarakhand,2019-05-14,Zaid,41.7,33.2,77.7,33.8,21.5,362.3,5.86
Daman and Diu,2019-03-05,Rabi,31.7,20.0,70.4,16.8,6.6,271.6,5.67
Telangana,2021-11-25,Rabi,29.3,17.3,59.1,52.6,11.9,236.9,1.78
Himachal Pradesh,2021-06-26,Kharif,20.9,8.9,68.7,0.0,21.6,271.4,5.68
Puducherry,2021-12-31,Rabi,32.4,27.4,49.6,44.8,17.0,277.4,5.74
Ladakh,2020-10-16,Kharif,19.0,12.4,65.4,0.0,14.5,223.9,4.25
Mizoram,2019-10-23,Kharif,19.9,8.0,74.4,105.2,12.7,245.2,3.56
Daman and Diu,2022-12-01,Rabi,18.5,8.4,60.8,62.8,11.2,279.0,6.78
Delhi,2019-03-26,Rabi,35.9,28.9,66.5,41.8,19.9,234.0,6.62
Tripura,2022-10-13,Kharif,25.0,13.8,76.6,64.8,23.7,206.1,6.08
Meghalaya,2021-06-16,Kharif,39.1,27.4,65.0,26.7,27.6,258.7,4.4
Daman and Diu,2021-02-21,Rabi,35.0,26.7,63.3,2.8,16.5,305.1,5.08
Bihar,2019-12-10,Rabi,27.1,18.0,76.3,28.4,21.0,221.2,4.85
Karnataka,2020-04-08,Zaid,31.0,19.3,77.9,0.0,19.8,340.4,2.82
Odisha,2020-03-05,Rabi,37.9,30.9,69.0,0.0,14.1,210.4,3.94
Ladakh,2022-11-01,Rabi,26.8,17.5,70.3,33.6,17.5,285.2,5.15
Dadra and Nagar Haveli,2020-12-18,Rabi,30.3,22.8,58.5,90.5,13.5,297.4,5.58
Haryana,2022-07-30,Kharif,26.9,21.7,62.3,104.8,15.3,161.1,5.38
Punjab,2022-11-13,Rabi,28.9,23.3,50.3,11.7,19.8,252.9,2.55
Sikkim,2021-09-10,Kharif,21.2,15.6,41.1,46.2,24.4,193.1,4.32
Nagaland,2020-08-05,Kharif,22.1,16.4,63.9,35.4,20.4,213.2,6.48
Karnataka,2020-09-10,Kharif,22.8,13.5,54.0,76.6,15.4,210.8,3.16
Assam,2021-03-08,Rabi,29.2,24.6,76.7,387.1,20.5,269.3,4.68
Telangana,2022-08-16,Kharif,19.2,13.6,53.7,86.8,5.2,363.0,4.7
Madhya Pradesh,2019-01-09,Rabi,34.1,25.5,45.3,0.0,22.3,241.1,2.8
Manipur,2019-11-08,Rabi,26.1,15.5,59.5,19.9,7.3,241.6,2.83
Telangana,2019-12-13,Rabi,35.4,27.9,70.4,29.4,16.9,227.8,4.1
Manipur,2019-12-05,Rabi,33.2,24.1,73.9,0.0,19.4,202.0,3.93
Daman and Diu,2019-03-23,Rabi,38.7,30.3,68.0,37.2,0.0,192.0,4.06
Chhattisgarh,2020-05-06,Zaid,34.8,28.7,72.0,66.4,13.3,235.0,5.1
Punjab,2022-06-18,Kharif,25.6,17.6,38.6,5.6,14.8,222.4,3.65
Mizoram,2021-02-01,Rabi,31.5,22.6,47.4,16.4,22.9,152.0,4.8
Odisha,2019-07-28,Kharif,30.1,22.3,70.6,98.5,19.3,296.6,7.42
Maharashtra,2022-07-10,Kharif,37.9,26.8,64.4,62.7,3.7,317.0,5.49
Dadra and Nagar Haveli,2019-06-03,Kharif,27.9,22.3,60.4,31.3,21.4,366.6,5.74
Lakshadweep,2022-01-21,Rabi,41.9,30.2,54.7,78.0,18.1,244.0,3.29
Manipur,2021-01-21,Rabi,36.4,30.2,60.2,36.1,18.5,181.4,2.91
Rajasthan,2022-01-17,Rabi,32.2,22.0,24.8,8.2,19.5,234.8,5.4
Assam,2021-01-30,Rabi,36.7,28.0,76.9,269.1,19.1,273.0,3.35
Telangana,2021-08-10,Kharif,29.9,24.5,76.2,54.5,11.6,301.0,3.31
Karnataka,2022-02-04,Rabi,28.4,20.9,73.7,49.6,23.0,192.9,3.34
Lakshadweep,2021-05-21,Zaid,38.6,30.2,47.9,64.1,20.2,327.4,1.64
Odisha,2022-08-14,Kharif,29.0,22.0,53.1,12.8,23.6,277.9,2.61
Manipur,2019-04-27,Zaid,41.8,30.3,64.3,42.7,18.7,254.9,6.5
Mizoram,2020-09-19,Kharif,27.0,20.6,62.0,44.6,12.1,128.5,3.98
Kerala,2022-09-26,Kharif,28.2,20.5,78.2,147.4,22.8,248.6,3.73
West Bengal,2022-01-11,Rabi,24.3,19.7,52.9,129.9,13.5,268.3,5.36
Chandigarh,2022-10-03,Kharif,21.2,16.7,55.0,10.3,16.1,212.3,4.54
Karnataka,2021-03-16,Rabi,39.8,30.0,60.4,64.3,10.6,279.7,4.33
Rajasthan,2019-07-20,Kharif,43.1,37.6,31.3,4.7,33.1,286.4,4.69
Odisha,2019-11-22,Rabi,22.2,12.1,71.9,81.3,14.5,200.7,3.92
Bihar,2021-07-27,Kharif,27.6,16.9,51.0,49.9,15.5,265.8,1.72
Andaman and Nicobar Islands,2019-09-29,Kharif,22.8,11.2,45.2,107.0,24.8,264.0,4.9
Arunachal Pradesh,2022-04-15,Zaid,37.1,29.2,73.4,12.1,23.1,273.9,6.61
Goa,2020-04-27,Zaid,47.0,38.5,36.9,26.6,29.4,236.5,5.46
West Bengal,2019-03-31,Rabi,31.6,19.8,57.2,56.2,18.1,337.4,5.23
Chandigarh,2021-10-01,Kharif,20.7,12.6,63.6,37.8,13.3,358.0,3.45
Maharashtra,2020-04-04,Zaid,36.0,31.9,56.6,82.1,11.4,212.6,5.4
Odisha,2022-04-04,Zaid,28.5,24.5,63.9,0.0,15.0,225.4,4.32
Uttar Pradesh,2019-07-14,Kharif,25.7,15.5,46.7,110.0,15.4,162.8,6.07
Uttar Pradesh,2022-11-23,Rabi,20.4,14.1,55.4,14.9,25.2,235.8,5.08
Manipur,2021-09-01,Kharif,29.2,18.6,71.7,48.8,22.3,287.0,6.4
Dadra and Nagar Haveli,2020-07-26,Kharif,33.0,25.8,66.3,78.4,15.5,257.4,5.99
Karnataka,2022-05-29,Zaid,36.4,28.9,62.5,35.4,18.1,226.5,4.53
Himachal Pradesh,2021-06-04,Kharif,18.6,11.7,65.4,49.7,10.5,285.0,4.08
West Bengal,2019-06-13,Kharif,34.4,23.2,59.8,36.4,27.2,305.7,5.3
Mizoram,2022-12-05,Rabi,22.8,13.6,50.1,48.1,26.6,282.6,3.46
Assam,2021-03-19,Rabi,31.8,27.5,76.5,76.9,24.1,283.4,3.39
Assam,2019-02-16,Rabi,30.5,20.1,92.8,227.5,14.8,221.4,5.46
Jammu and Kashmir,2019-12-16,Rabi,25.7,19.0,48.7,103.4,18.7,247.1,3.81
Tripura,2020-07-01,Kharif,27.2,21.2,57.4,47.6,5.9,252.1,3.74
Rajasthan,2022-02-07,Rabi,47.8,36.9,19.0,6.4,26.0,295.7,4.37
Mizoram,2022-03-01,Rabi,38.1,32.6,56.5,94.9,33.3,255.8,5.64
Chhattisgarh,2019-07-10,Kharif,22.9,11.6,57.6,57.6,13.7,238.9,4.24
Punjab,2022-10-06,Kharif,20.5,11.0,35.1,16.8,9.4,229.4,3.9
Uttar Pradesh,2021-04-11,Zaid,37.9,30.9,52.6,38.3,26.7,179.8,4.91
Tamil Nadu,2022-10-23,Kharif,26.1,14.5,61.2,34.1,16.4,240.5,0.98
Kerala,2020-01-15,Rabi,29.6,20.4,78.7,148.7,11.0,196.4,5.39
Daman and Diu,2022-11-28,Rabi,39.3,32.2,55.8,3.2,28.1,289.4,4.88
Chandigarh,2022-06-10,Kharif,32.9,21.0,74.9,103.2,27.0,254.7,4.5
Tripura,2022-04-15,Zaid,37.6,31.1,58.7,12.0,17.8,195.0,5.78
Sikkim,2019-02-12,Rabi,30.6,25.3,63.9,61.3,19.0,263.1,5.45
Meghalaya,2020-01-26,Rabi,34.2,29.2,53.8,0.0,10.0,199.9,4.17
Tripura,2021-11-22,Rabi,34.5,27.6,63.4,24.0,18.5,215.2,4.53
Kerala,2020-03-31,Rabi,31.6,23.3,86.0,52.2,11.6,246.7,4.77
Goa,2021-01-11,Rabi,30.8,19.7,42.9,51.3,25.2,190.6,5.24
Himachal Pradesh,2022-10-23,Kharif,14.7,9.3,62.8,50.5,26.3,213.5,5.57
Chhattisgarh,2019-01-29,Rabi,30.9,24.4,72.6,10.6,13.5,268.5,6.77
Jammu and Kashmir,2020-01-18,Rabi,33.5,25.8,65.0,21.1,31.2,231.4,3.47
Chhattisgarh,2022-03-27,Rabi,35.9,27.7,74.3,52.9,19.9,323.0,5.51
Maharashtra,2022-09-07,Kharif,16.5,8.1,58.5,13.9,25.3,288.2,5.35
Manipur,2019-11-10,Rabi,27.4,22.2,57.8,18.8,22.0,233.5,4.98
Dadra and Nagar Haveli,2020-01-09,Rabi,21.1,11.9,51.2,52.8,26.6,308.9,4.44
Karnataka,2021-05-28,Zaid,29.7,24.7,62.8,23.7,27.1,218.0,4.37
Tamil Nadu,2021-01-13,Rabi,28.5,19.4,70.0,113.9,23.8,262.5,4.67
Gujarat,2021-11-02,Rabi,22.0,17.1,48.5,58.4,24.9,232.0,3.89
Uttarakhand,2019-07-21,Kharif,26.9,22.0,48.1,0.0,25.6,311.8,3.46
Rajasthan,2019-10-06,Kharif,28.1,23.4,38.4,7.6,7.4,259.2,4.12
Uttar Pradesh,2019-05-25,Zaid,32.9,26.5,54.8,83.7,17.6,202.9,2.61
Daman and Diu,2021-05-07,Zaid,25.8,18.3,54.9,63.3,11.5,271.9,5.29
Kerala,2020-11-27,Rabi,25.4,15.3,85.1,0.6,17.5,266.3,4.02
Andhra Pradesh,2022-06-22,Kharif,35.4,24.5,66.7,9.3,11.3,343.7,6.13
Uttarakhand,2022-05-29,Zaid,33.5,24.9,56.8,0.0,14.5,243.0,4.37
Chandigarh,2022-09-09,Kharif,32.6,23.4,43.4,18.3,20.4,152.5,4.09
Himachal Pradesh,2022-06-26,Kharif,15.6,8.4,66.2,72.3,25.6,293.8,4.79
Gujarat,2019-08-17,Kharif,29.5,20.0,67.8,92.4,27.9,185.8,3.62
Maharashtra,2021-08-18,Kharif,28.7,19.5,69.1,20.0,11.9,258.4,4.28
Meghalaya,2022-07-16,Kharif,22.8,13.4,66.9,9.4,19.8,313.8,6.34
Dadra and Nagar Haveli,2020-02-03,Rabi,31.7,21.5,73.2,37.5,16.0,220.3,5.26
Chandigarh,2020-03-14,Rabi,34.0,29.0,49.2,26.3,20.4,240.5,2.16
Karnataka,2022-07-24,Kharif,33.4,26.9,58.9,62.9,26.6,370.5,1.17
Chhattisgarh,2019-09-21,Kharif,21.3,14.7,64.6,46.5,10.1,300.9,5.15
Tripura,2020-04-21,Zaid,36.8,24.9,57.7,69.4,16.9,215.7,5.4
Uttarakhand,2020-08-18,Kharif,25.8,20.9,45.1,0.0,13.8,278.0,3.45
Daman and Diu,2020-03-28,Rabi,28.9,20.1,70.8,0.0,9.4,183.3,3.9
Jharkhand,2022-04-07,Zaid,37.6,27.7,45.4,39.8,13.1,236.6,5.08
Ladakh,2022-02-12,Rabi,25.4,13.7,53.9,29.2,29.8,268.0,4.69
Kerala,2019-06-05,Kharif,31.5,19.8,92.9,134.7,9.2,301.6,4.92
Lakshadweep,2020-05-18,Zaid,37.7,31.8,58.6,50.9,21.3,216.3,3.22
Odisha,2020-06-29,Kharif,33.0,28.9,44.9,31.6,14.9,269.0,1.9
Delhi,2022-06-15,Kharif,38.8,30.8,41.8,109.5,19.2,315.3,4.91
Bihar,2020-05-09,Zaid,45.2,36.1,57.1,32.0,6.5,262.0,4.96
Goa,2022-09-07,Kharif,23.6,16.1,69.8,19.2,34.2,273.3,2.5
Tamil Nadu,2019-12-05,Rabi,35.9,26.5,94.2,118.0,30.5,277.9,3.77
Uttar Pradesh,2020-07-27,Kharif,29.9,24.9,63.0,36.6,15.1,222.6,2.97
Karnataka,2022-07-15,Kharif,24.0,15.2,62.7,0.0,27.7,146.0,4.88
Andhra Pradesh,2021-12-21,Rabi,32.2,27.5,45.9,35.8,14.8,215.9,4.51
Sikkim,2021-10-09,Kharif,30.3,26.1,46.0,22.8,10.0,310.7,7.19
Rajasthan,2021-12-16,Rabi,34.8,25.8,42.0,1.6,15.1,248.5,1.74
Assam,2020-10-24,Kharif,24.0,13.3,73.3,232.5,22.6,295.5,5.09
Puducherry,2022-04-15,Zaid,34.1,25.6,77.5,51.7,19.5,173.2,4.34
Karnataka,2021-12-23,Rabi,28.9,24.4,66.7,50.6,20.1,319.1,6.54
Assam,2020-01-11,Rabi,34.3,28.6,66.0,323.9,23.3,240.9,3.84
Manipur,2019-12-12,Rabi,25.5,16.1,51.9,73.8,8.3,293.5,5.08
Andaman and Nicobar Islands,2019-02-18,Rabi,36.0,31.7,67.2,0.0,15.7,174.9,1.27
Meghalaya,2019-07-13,Kharif,23.1,16.4,53.2,107.8,13.0,244.4,5.61
Goa,2021-04-06,Zaid,37.5,27.5,47.7,75.0,18.5,299.4,5.78
Manipur,2022-10-22,Kharif,22.7,15.5,49.5,58.6,10.2,306.7,6.51
Madhya Pradesh,2021-08-31,Kharif,24.3,18.3,70.4,17.9,15.6,259.6,6.49
Maharashtra,2019-12-16,Rabi,28.5,18.9,58.8,54.7,15.6,361.2,1.41
Odisha,2022-07-19,Kharif,32.3,20.9,53.5,64.5,16.8,260.9,5.13
Tamil Nadu,2021-11-24,Rabi,28.1,17.9,66.2,154.1,2.6,290.4,4.29
Tripura,2021-02-15,Rabi,30.5,25.8,71.9,32.4,20.6,259.2,2.31
Karnataka,2019-03-21,Rabi,32.2,27.2,50.4,36.1,6.9,225.5,4.61
Lakshadweep,2019-12-06,Rabi,26.2,19.4,42.9,109.3,12.6,312.6,2.84
Himachal Pradesh,2022-10-01,Kharif,6.6,-4.1,73.8,54.5,22.0,302.0,5.34
Kerala,2019-01-15,Rabi,30.9,19.4,81.9,212.3,15.8,191.3,2.3
Jammu and Kashmir,2021-06-21,Kharif,33.7,23.7,57.1,45.5,16.9,217.8,5.47
West Bengal,2021-05-05,Zaid,29.5,24.5,56.1,8.5,36.0,275.5,3.92
Tripura,2020-01-09,Rabi,43.1,35.9,63.4,69.0,25.2,166.1,6.04
Tripura,2019-08-12,Kharif,22.6,12.3,64.6,33.7,13.4,183.4,3.06
Haryana,2022-05-08,Zaid,36.4,31.9,44.4,53.1,8.9,294.4,4.55
West Bengal,2020-12-15,Rabi,36.0,29.0,65.9,0.0,18.8,298.8,4.25
Andhra Pradesh,2020-03-24,Rabi,38.2,32.8,69.1,49.5,16.4,249.8,3.95
Meghalaya,2020-01-04,Rabi,31.3,27.0,63.6,46.2,13.6,264.2,4.12
Jharkhand,2022-12-18,Rabi,31.4,25.7,47.1,13.8,19.5,276.1,5.95
Tripura,2020-01-27,Rabi,25.6,16.3,75.7,18.9,18.1,317.3,5.04
Jharkhand,2022-07-02,Kharif,17.2,11.1,65.3,46.4,29.0,201.1,5.31
Lakshadweep,2022-01-15,Rabi,25.4,18.1,50.9,24.0,19.4,210.9,6.22
West Bengal,2020-12-26,Rabi,27.8,18.7,48.4,38.5,24.7,202.8,3.99
Himachal Pradesh,2021-11-27,Rabi,14.5,7.5,60.6,84.4,22.7,276.7,6.28
Madhya Pradesh,2020-06-02,Kharif,31.4,21.2,60.9,64.7,12.8,283.7,3.18
Delhi,2020-09-13,Kharif,25.3,14.9,41.3,39.5,10.4,158.7,4.27
Meghalaya,2022-09-28,Kharif,29.6,20.5,61.0,73.4,13.4,307.7,4.43
Telangana,2021-05-14,Zaid,26.6,20.4,64.0,75.6,15.6,260.8,5.37
Nagaland,2022-11-29,Rabi,27.6,22.0,51.8,64.1,16.0,233.4,4.33
West Bengal,2021-06-13,Kharif,31.6,26.6,40.5,80.1,21.3,319.7,5.7
Jammu and Kashmir,2019-06-17,Kharif,35.8,25.9,70.0,48.1,23.2,287.1,3.6
Tamil Nadu,2019-04-26,Zaid,33.3,27.5,75.2,63.8,12.7,186.0,3.9
Haryana,2019-12-05,Rabi,29.4,18.4,60.5,40.4,20.4,287.1,3.67
Maharashtra,2021-08-01,Kharif,28.7,18.8,58.3,24.5,18.3,267.4,3.9
Haryana,2019-10-19,Kharif,31.7,25.7,44.5,0.0,15.3,173.1,3.73
Himachal Pradesh,2021-07-30,Kharif,16.6,10.3,62.0,57.7,20.4,298.1,5.69
Sikkim,2022-10-08,Kharif,29.2,25.0,56.5,93.5,15.6,311.0,4.89
Lakshadweep,2022-02-10,Rabi,34.9,30.6,73.9,14.5,15.5,260.4,5.56
Kerala,2019-09-17,Kharif,27.1,19.9,96.7,172.9,15.1,228.2,3.41
Andaman and Nicobar Islands,2020-01-05,Rabi,34.7,25.3,58.6,20.0,15.2,306.8,3.3
Jharkhand,2021-06-03,Kharif,36.7,24.9,69.7,46.0,15.6,229.6,4.16
Andaman and Nicobar Islands,2022-03-26,Rabi,33.4,27.1,64.5,17.4,15.8,282.8,5.79
Maharashtra,2019-08-24,Kharif,26.3,19.6,74.6,9.2,8.8,294.3,5.35
Jammu and Kashmir,2020-09-18,Kharif,23.3,14.1,59.6,60.4,15.5,242.2,4.2
Andaman and Nicobar Islands,2022-07-31,Kharif,21.9,11.5,57.7,0.0,7.7,273.3,4.79
Madhya Pradesh,2022-01-16,Rabi,21.9,13.9,60.4,60.9,15.0,235.7,3.88
Gujarat,2022-09-03,Kharif,24.2,17.1,49.4,0.0,13.5,312.3,1.36
Himachal Pradesh,2019-08-22,Kharif,10.3,4.6,76.4,34.9,11.1,309.3,3.21
Meghalaya,2021-04-21,Zaid,35.3,28.4,54.2,13.8,26.0,231.7,5.31
Andhra Pradesh,2022-02-09,Rabi,30.5,21.9,44.1,73.3,13.3,219.4,1.38
Uttar Pradesh,2021-01-18,Rabi,44.7,34.0,68.6,81.4,0.0,228.7,3.51
Daman and Diu,2020-07-23,Kharif,22.8,13.1,50.2,79.8,8.3,219.5,2.42
Tripura,2021-05-06,Zaid,39.4,28.0,51.8,49.7,23.7,285.3,3.51
Mizoram,2022-09-19,Kharif,18.1,6.9,62.9,87.2,19.3,203.8,4.98
Meghalaya,2021-09-02,Kharif,21.4,11.6,43.5,14.2,20.5,243.1,5.85
Puducherry,2022-10-27,Kharif,25.6,18.1,78.9,43.5,21.1,245.0,4.38
Jammu and Kashmir,2019-11-29,Rabi,24.1,19.7,63.5,24.9,7.2,262.4,3.62
Jharkhand,2020-12-07,Rabi,32.7,22.5,41.6,79.4,15.7,280.0,4.26
Chandigarh,2020-12-12,Rabi,27.8,20.6,59.6,78.7,15.5,238.2,4.25
Dadra and Nagar Haveli,2022-01-22,Rabi,30.9,24.3,64.2,44.1,22.5,196.8,5.36
Gujarat,2022-02-23,Rabi,36.3,25.0,64.4,56.0,30.7,235.8,5.12
Maharashtra,2019-04-15,Zaid,44.0,33.9,50.0,59.0,13.5,173.8,7.14
Gujarat,2022-03-20,Rabi,37.7,26.5,72.5,60.6,19.0,296.1,5.29
Tripura,2019-04-16,Zaid,34.1,27.8,68.6,81.4,21.8,276.6,2.94
Dadra and Nagar Haveli,2021-12-13,Rabi,25.8,21.3,59.0,70.9,11.0,162.8,2.6
Mizoram,2022-04-07,Zaid,32.1,23.1,60.1,116.0,22.1,222.8,5.78
Jammu and Kashmir,2021-06-09,Kharif,30.0,23.8,52.8,2.9,16.9,257.1,5.76
Goa,2019-07-02,Kharif,31.8,26.1,67.8,43.5,21.5,302.6,5.24
Himachal Pradesh,2019-03-14,Rabi,24.9,13.2,71.1,23.5,19.8,251.1,3.25
Daman and Diu,2022-11-30,Rabi,28.6,23.3,65.1,29.3,17.5,209.2,3.04
Daman and Diu,2022-02-09,Rabi,25.3,16.0,60.3,91.5,10.9,258.2,4.37
Jharkhand,2021-07-15,Kharif,23.1,17.4,61.7,26.6,13.4,265.4,3.82
Jammu and Kashmir,2022-03-04,Rabi,44.6,34.0,76.5,47.5,28.8,292.3,3.36
Dadra and Nagar Haveli,2020-08-28,Kharif,22.8,13.5,71.1,120.0,19.5,275.5,7.97
Odisha,2022-10-30,Kharif,25.9,19.2,66.6,47.8,17.4,215.3,4.6
Chhattisgarh,2020-04-11,Zaid,36.0,28.1,59.5,57.9,18.6,307.3,1.92
Chhattisgarh,2019-07-08,Kharif,30.5,19.3,69.9,22.2,27.0,277.6,4.27
Arunachal Pradesh,2021-09-25,Kharif,21.7,16.1,55.4,52.3,24.9,253.0,3.29
Daman and Diu,2019-08-29,Kharif,15.8,4.2,53.9,43.5,15.3,358.7,5.98
Mizoram,2020-11-15,Rabi,26.4,17.0,61.8,32.5,11.1,156.7,4.39
Lakshadweep,2022-08-08,Kharif,28.2,20.8,47.0,55.8,24.2,254.5,3.28
Andaman and Nicobar Islands,2020-12-05,Rabi,22.6,11.9,62.4,63.7,14.7,240.0,5.85
Manipur,2022-03-07,Rabi,38.5,30.8,77.4,39.8,0.0,164.6,4.59
Andaman and Nicobar Islands,2021-08-28,Kharif,29.6,25.0,59.1,32.3,33.5,294.9,5.4
Arunachal Pradesh,2021-08-13,Kharif,34.8,22.9,48.8,29.3,25.9,185.9,3.44
Daman and Diu,2021-01-14,Rabi,33.0,28.7,42.4,2.6,23.7,289.7,1.72
Maharashtra,2022-07-22,Kharif,31.7,22.4,77.7,65.2,18.7,289.1,6.1
Gujarat,2019-04-12,Zaid,37.3,31.5,54.6,82.6,17.7,252.9,6.11
Tamil Nadu,2022-04-22,Zaid,38.2,32.9,57.6,17.8,14.7,170.0,5.92
Dadra and Nagar Haveli,2022-10-14,Kharif,32.1,26.1,59.0,63.4,9.0,148.0,4.29
Daman and Diu,2020-05-31,Zaid,27.2,19.8,43.2,95.1,10.7,224.8,6.02
Bihar,2019-06-06,Kharif,28.3,19.6,67.6,0.0,15.3,336.4,5.13
Madhya Pradesh,2022-02-10,Rabi,32.1,27.6,57.1,28.2,21.9,263.4,3.68
Karnataka,2019-02-26,Rabi,31.8,20.2,42.2,40.9,24.6,277.8,5.08
Puducherry,2020-08-16,Kharif,23.3,16.0,40.0,92.3,6.4,266.2,1.56
Jammu and Kashmir,2022-03-30,Rabi,33.9,26.3,61.6,42.8,16.1,261.5,4.02
Jammu and Kashmir,2021-04-21,Zaid,38.2,34.0,58.1,57.2,21.5,190.7,2.91
Andhra Pradesh,2020-09-02,Kharif,26.7,16.1,69.1,42.7,22.1,254.5,4.06
Goa,2020-10-08,Kharif,25.2,18.7,44.0,43.0,15.2,277.9,6.88
Chhattisgarh,2020-11-09,Rabi,28.9,20.9,61.2,8.3,13.4,135.0,5.09
Bihar,2019-06-23,Kharif,32.9,26.9,45.7,32.8,27.8,241.9,3.43
Tripura,2022-09-15,Kharif,28.3,16.9,73.8,13.4,7.5,111.2,3.51
Delhi,2022-03-11,Rabi,32.1,20.6,39.1,7.4,7.5,250.6,4.9
Tamil Nadu,2022-07-15,Kharif,28.5,18.3,68.1,53.1,4.8,315.7,3.87
Chandigarh,2020-10-15,Kharif,19.5,8.7,70.3,0.0,12.1,356.4,0.97
Assam,2019-10-13,Kharif,24.6,15.7,95.3,332.5,11.3,269.8,5.57
Manipur,2019-09-21,Kharif,26.3,19.0,61.7,0.0,26.5,226.1,5.15
Sikkim,2020-08-11,Kharif,34.6,23.6,61.4,0.0,36.5,235.5,3.06
Nagaland,2019-08-28,Kharif,19.6,8.3,59.4,66.5,19.7,227.3,4.13
Goa,2021-09-21,Kharif,19.9,12.8,61.6,56.9,21.2,213.6,5.14
Uttarakhand,2021-06-17,Kharif,32.4,25.1,48.5,0.0,17.2,201.4,3.39
Mizoram,2022-03-19,Rabi,34.7,28.9,64.0,81.1,7.2,296.8,3.59
Arunachal Pradesh,2021-05-11,Zaid,34.9,30.1,53.4,89.3,27.8,294.4,5.61
Uttarakhand,2022-04-13,Zaid,36.1,25.6,43.9,12.4,29.0,270.5,4.87
Bihar,2020-12-09,Rabi,31.1,20.6,74.6,70.2,9.1,297.2,3.74
Punjab,2021-01-08,Rabi,28.1,23.5,41.1,28.6,6.0,346.2,4.49
Nagaland,2019-05-28,Zaid,30.5,22.4,66.2,40.9,1.8,238.5,5.0
Chandigarh,2021-06-08,Kharif,36.5,32.0,69.7,61.4,0.0,292.1,4.6
Kerala,2019-02-20,Rabi,34.5,23.3,70.2,256.5,11.6,253.9,5.4
Haryana,2020-04-16,Zaid,39.8,31.6,57.7,1.1,16.6,248.1,4.77
Manipur,2021-01-09,Rabi,32.0,24.8,33.9,0.0,23.6,354.9,6.29
Telangana,2019-03-07,Rabi,31.5,26.0,73.1,8.7,25.6,272.9,4.93
Chandigarh,2020-05-07,Zaid,34.3,28.3,54.0,85.5,11.5,266.2,3.0
Rajasthan,2019-03-14,Rabi,44.6,38.1,15.0,0.0,21.2,213.1,4.72
Punjab,2022-11-21,Rabi,22.9,11.1,49.4,35.0,17.8,312.8,3.46
Ladakh,2019-12-14,Rabi,28.5,21.0,67.2,0.0,23.7,168.6,3.69
