Nitrogen,Phosphorus,Potassium,Temperature,Humidity,pH_Value,Rainfall,SoilType,OrganicMatter,ElecConductivity,Zinc_ppm,Crop
94.67,78.56,53.37,24.19,74.6,6.241,95.8,Loamy,1.186,0.975,1.047,Banana
39.4,63.3,22.89,20.11,66.52,6.455,119.5,Clay,2.119,0.748,1.296,Soybean
11.58,20.95,23.84,27.71,98.23,5.776,142.1,Alluvial,1.51,0.557,1.216,Coconut
80.7,37.52,38.09,27.94,78.8,6.748,67.0,Alluvial,2.265,0.368,1.664,Sunflower
93.41,59.83,117.74,24.86,79.22,6.834,153.7,Sandy,2.122,0.863,0.994,Turmeric
92.48,66.65,82.25,26.02,74.98,6.311,78.7,Sandy,2.473,1.546,0.809,Tomato
81.26,57.2,75.64,25.35,76.17,6.345,104.2,Red,1.759,0.464,1.302,Tomato
48.02,52.59,35.24,22.26,63.91,6.535,91.7,Loamy,1.797,1.05,0.658,Soybean
20.73,46.9,47.82,27.24,65.6,6.927,96.3,Black,3.274,0.872,0.774,Groundnut
126.93,42.87,48.53,25.4,79.42,7.114,76.2,Alluvial,2.193,0.688,0.791,Cotton
100.45,60.91,126.61,25.81,84.99,5.946,184.2,Red,2.566,0.587,0.999,Turmeric
49.83,66.84,41.6,21.2,73.91,6.251,85.8,Clay,3.325,0.693,1.43,Soybean
24.53,112.86,198.24,23.7,77.05,5.752,81.5,Alluvial,2.006,0.45,1.142,Grapes
63.37,45.44,86.92,21.1,68.28,6.383,91.1,Alluvial,2.644,0.855,1.129,Onion
123.28,60.01,116.58,17.21,83.39,6.064,95.9,Clay,2.506,0.356,0.981,Potato
109.29,57.0,44.94,25.23,73.08,6.206,98.7,Black,3.19,1.271,1.238,Banana
75.73,29.23,29.6,16.48,66.9,7.549,80.0,Sandy,2.366,0.603,1.398,Mustard
95.41,40.69,61.66,20.89,64.92,6.036,110.8,Red,1.683,0.988,1.311,Maize
15.45,39.99,41.27,26.48,69.67,6.58,35.9,Laterite,1.372,1.129,1.036,MungBean
33.46,69.6,18.8,28.44,67.29,6.877,68.1,Sandy,3.412,0.824,0.878,Blackgram
90.53,54.24,48.08,21.45,64.98,6.126,105.0,Alluvial,2.194,1.178,0.855,Maize
21.28,71.61,15.05,23.52,62.59,7.156,38.1,Loamy,2.424,0.274,1.522,Lentil
98.36,77.02,88.32,24.39,87.4,7.213,113.8,Laterite,3.233,0.634,1.544,Sugarcane
17.59,72.04,87.49,18.61,58.46,5.921,90.7,Loamy,1.72,1.062,0.629,KidneyBeans
87.38,43.55,48.76,23.84,77.87,6.201,265.1,Black,1.54,0.715,1.532,Rice
51.85,66.71,17.09,31.79,73.48,6.762,71.5,Alluvial,1.429,1.113,0.746,Blackgram
84.52,40.44,50.47,22.5,65.61,6.98,77.2,Laterite,1.557,0.804,1.001,Sunflower
117.8,55.56,124.11,21.62,79.77,5.836,150.9,Black,3.382,0.699,1.298,Potato
18.33,27.17,24.66,31.55,39.98,6.207,122.3,Clay,1.254,0.635,1.228,Mango
90.82,67.53,105.97,25.79,79.4,6.495,184.6,Alluvial,1.719,1.035,0.526,Turmeric
92.25,51.22,85.28,25.25,76.62,6.883,89.8,Black,2.252,0.468,0.874,Sugarcane
52.56,42.73,35.56,22.11,63.37,6.351,83.9,Clay,1.729,1.567,1.409,Soybean
16.58,47.9,45.12,29.14,67.43,6.613,30.0,Alluvial,2.034,0.495,0.971,MungBean
38.29,59.0,44.67,21.87,71.83,6.352,76.8,Loamy,2.128,0.777,1.182,Soybean
22.76,53.12,76.06,29.11,60.4,6.996,53.5,Black,1.685,0.982,1.477,MothBeans
79.58,75.82,74.29,22.7,79.11,7.18,120.9,Loamy,1.785,0.858,1.319,Sugarcane
15.75,25.25,25.75,30.45,51.85,5.609,68.4,Loamy,2.841,0.955,1.689,Mango
99.48,47.63,104.07,20.37,80.82,6.488,189.9,Black,2.293,0.925,0.668,Ginger
24.19,39.39,35.19,25.25,61.46,6.481,59.0,Clay,1.798,0.408,0.912,MungBean
18.14,38.59,44.96,33.43,65.48,7.102,45.6,Red,2.797,0.912,1.458,MungBean
91.0,36.17,48.53,15.4,63.75,6.629,103.7,Clay,1.922,0.645,0.93,Wheat
86.56,40.87,31.61,24.65,74.94,6.573,208.8,Alluvial,2.726,1.138,1.228,Jute
19.59,11.74,24.41,28.05,94.91,5.694,134.5,Clay,2.152,0.857,1.299,Coconut
18.23,81.43,78.37,17.0,62.3,5.973,77.2,Clay,1.247,0.651,1.082,KidneyBeans
27.38,59.49,26.65,20.65,68.64,6.171,124.8,Loamy,2.393,0.921,1.162,Soybean
85.4,48.69,49.4,24.56,63.8,6.354,121.8,Alluvial,2.281,0.508,1.503,Maize
42.36,53.42,21.42,32.23,70.91,6.699,69.2,Clay,2.819,1.279,1.569,Blackgram
81.91,40.21,38.24,27.76,80.06,6.19,162.9,Sandy,1.828,1.045,1.125,Jute
71.28,39.68,55.94,23.94,78.88,6.696,224.7,Loamy,2.004,1.423,0.647,Rice
26.29,128.35,210.56,21.89,92.53,6.199,120.8,Red,1.532,0.553,0.638,Apple
72.92,49.24,42.3,24.57,68.61,6.684,72.6,Black,2.564,0.963,1.141,Sunflower
73.19,37.52,43.87,22.56,79.36,6.276,219.1,Loamy,2.464,1.275,1.44,Rice
31.09,56.89,40.87,19.98,68.61,6.929,105.4,Clay,1.699,0.796,1.174,Soybean
91.68,52.54,112.37,18.78,76.88,6.19,157.9,Black,2.227,0.482,1.194,Potato
111.57,49.86,40.61,25.91,75.78,7.022,86.2,Clay,3.289,0.193,1.049,Cotton
43.15,73.35,12.06,31.49,58.58,6.747,52.2,Laterite,2.718,1.095,1.195,Blackgram
23.31,51.97,37.24,34.42,68.33,6.669,77.5,Loamy,1.274,0.56,0.667,Groundnut
126.39,66.38,90.82,18.28,78.75,5.967,155.0,Sandy,2.501,0.545,0.986,Potato
29.23,51.45,37.93,28.38,64.02,6.469,74.7,Black,1.885,0.653,1.291,Groundnut
24.82,12.86,30.21,27.93,92.33,5.471,160.7,Clay,1.174,0.162,0.769,Coconut
86.71,71.83,116.56,26.0,82.53,6.536,186.6,Loamy,2.687,0.279,1.249,Turmeric
20.59,13.09,32.56,25.56,94.85,5.753,158.9,Sandy,3.211,0.73,1.146,Coconut
101.13,80.49,58.48,24.2,78.66,5.3,127.3,Laterite,2.386,0.451,1.768,Banana
34.41,71.83,18.42,33.88,64.08,6.289,58.9,Sandy,2.833,0.516,1.201,Blackgram
89.53,34.14,79.25,27.73,67.7,7.006,98.7,Clay,1.875,1.082,1.822,Onion
18.57,49.45,85.12,28.6,48.01,6.886,53.5,Alluvial,1.344,0.544,0.997,MothBeans
40.63,66.02,19.83,28.7,67.09,6.57,61.7,Alluvial,0.874,0.937,1.163,Blackgram
91.32,36.73,41.2,23.87,70.08,6.894,100.7,Loamy,3.82,0.813,1.553,Sunflower
104.66,52.64,93.73,20.97,82.02,5.67,157.6,Black,2.323,0.65,0.807,Potato
69.45,35.81,76.21,16.93,68.32,6.511,86.0,Clay,1.531,1.116,0.865,Onion
25.5,52.04,77.54,19.16,57.22,5.723,81.6,Red,2.981,1.295,1.511,KidneyBeans
86.17,65.05,114.45,26.74,84.97,6.274,180.5,Laterite,2.243,0.8,0.867,Turmeric
20.8,124.99,210.39,21.14,95.33,5.463,126.2,Loamy,1.955,1.025,0.958,Apple
14.5,65.61,82.79,16.95,58.94,6.018,61.2,Sandy,0.943,1.123,1.348,KidneyBeans
75.99,29.63,45.76,24.21,73.62,6.217,123.5,Clay,2.286,0.272,0.631,Maize
79.34,45.95,40.66,17.38,73.53,7.141,93.1,Sandy,1.99,0.705,1.354,Mustard
23.56,142.16,243.98,26.71,81.92,5.839,94.9,Red,2.591,0.269,1.016,Grapes
66.14,67.1,78.31,21.08,80.35,7.18,131.5,Loamy,1.225,0.857,0.929,Sugarcane
73.38,35.37,73.48,23.32,71.11,6.3,95.3,Loamy,2.801,0.871,1.192,Onion
61.79,46.76,39.79,24.88,74.93,6.052,210.3,Alluvial,1.285,0.912,0.741,Rice
90.53,55.12,101.88,25.93,76.24,5.929,167.5,Laterite,2.756,1.276,1.444,Turmeric
25.65,126.77,216.71,25.82,78.31,6.442,46.3,Laterite,2.498,0.2,0.97,Grapes
110.06,97.66,44.01,25.15,78.13,6.672,124.0,Clay,2.417,0.905,1.375,Banana
28.81,42.41,41.66,29.22,65.65,6.037,99.1,Alluvial,2.661,0.73,1.508,Groundnut
23.63,45.4,35.58,28.91,60.83,6.676,106.5,Laterite,3.392,0.846,1.423,Groundnut
13.74,42.61,46.55,25.6,63.89,7.06,23.4,Clay,2.175,0.852,0.514,MungBean
29.83,62.27,17.69,30.24,71.54,6.868,62.6,Clay,2.539,0.752,0.423,Blackgram
31.78,66.47,33.57,22.24,68.85,6.604,97.1,Alluvial,0.834,0.87,0.78,Soybean
16.9,28.34,36.3,28.15,66.92,6.796,53.4,Black,2.072,0.402,1.594,MungBean
83.19,75.76,69.45,21.84,70.04,6.612,72.5,Loamy,1.871,0.465,1.028,Tomato
40.4,76.5,14.03,31.47,71.47,6.566,80.5,Clay,2.598,0.246,1.471,Blackgram
25.36,27.79,27.24,29.34,48.8,6.485,107.7,Red,2.595,0.598,1.363,Mango
15.12,45.39,77.83,30.12,50.94,6.842,45.9,Sandy,1.869,0.942,1.24,MothBeans
125.13,39.88,54.83,21.96,84.97,7.115,99.5,Clay,1.821,0.623,1.042,Cotton
19.15,78.21,17.42,22.04,57.06,7.219,41.5,Sandy,2.062,0.582,1.178,Lentil
80.57,45.17,42.53,23.7,81.9,6.552,231.2,Clay,2.148,0.868,0.777,Rice
38.07,61.77,20.23,29.39,65.49,6.924,54.3,Loamy,1.914,0.484,1.542,Blackgram
24.22,152.16,226.35,25.78,79.91,5.74,69.7,Alluvial,2.846,0.541,1.009,Grapes
66.28,47.68,48.58,23.82,84.81,6.316,190.6,Laterite,2.08,1.096,1.125,Rice
90.15,84.23,48.01,27.21,76.63,6.213,120.1,Red,2.444,1.288,1.175,Banana
18.33,81.12,74.05,24.28,46.27,5.363,99.6,Clay,1.947,0.656,1.496,PigeonPeas
23.88,34.21,36.35,28.66,65.65,6.61,107.2,Alluvial,1.612,1.063,1.31,Groundnut
85.11,61.95,127.53,25.13,86.65,6.174,165.5,Sandy,2.841,0.911,1.396,Turmeric
45.34,62.64,31.18,20.29,62.56,6.559,111.1,Alluvial,1.099,0.836,1.612,Soybean
91.15,64.9,125.48,27.12,78.58,6.085,159.8,Black,2.687,0.852,1.455,Turmeric
79.32,54.85,117.55,26.1,81.67,5.96,189.4,Clay,2.991,0.716,1.122,Turmeric
23.44,139.87,205.25,24.0,79.54,5.441,76.4,Loamy,2.599,1.134,1.686,Grapes
93.85,47.25,27.87,27.1,80.26,6.324,160.0,Laterite,1.759,0.655,1.733,Jute
27.82,144.41,195.28,25.39,84.35,6.245,69.2,Sandy,2.15,0.695,1.712,Grapes
21.15,71.3,93.69,18.8,56.35,5.848,74.2,Sandy,2.066,1.019,1.294,KidneyBeans
74.26,56.59,40.84,21.98,73.25,6.501,77.4,Red,2.345,0.945,1.134,Sunflower
85.9,105.56,48.72,25.86,72.07,5.613,135.7,Black,2.726,0.813,1.38,Banana
14.44,58.89,59.86,23.79,59.68,5.638,65.2,Red,1.962,0.72,1.72,KidneyBeans
23.68,46.5,76.56,25.49,47.96,6.772,56.2,Clay,1.781,0.254,1.013,MothBeans
99.21,43.21,29.49,16.85,71.57,6.549,143.4,Clay,1.702,0.441,1.412,Wheat
83.25,82.18,44.38,26.13,77.02,5.962,121.7,Red,2.481,0.194,1.364,Banana
23.81,112.34,187.44,20.42,90.47,5.697,115.2,Alluvial,2.157,1.074,0.744,Apple
20.57,75.49,87.18,15.57,60.24,5.792,82.7,Clay,2.77,0.79,1.985,KidneyBeans
75.39,45.47,46.73,20.44,68.63,7.546,80.3,Black,2.807,0.789,1.204,Sunflower
78.68,42.46,44.36,24.07,60.57,6.617,88.9,Red,2.319,1.174,0.966,Maize
86.26,61.84,85.88,26.74,75.79,6.82,89.3,Red,2.96,0.53,1.027,Tomato
18.4,67.45,82.33,21.89,61.25,6.178,74.6,Alluvial,1.185,0.897,0.388,KidneyBeans
24.81,47.54,74.66,29.62,54.3,7.182,68.2,Red,2.327,0.651,1.303,MothBeans
80.8,55.32,102.51,27.32,82.55,5.885,173.4,Black,2.647,0.918,1.335,Ginger
124.7,59.89,100.46,23.11,81.37,6.591,130.6,Sandy,2.565,0.736,2.15,Ginger
26.73,16.33,35.9,25.79,89.7,5.473,162.7,Black,2.516,0.609,1.82,Coconut
18.62,70.77,12.94,16.02,65.4,6.705,40.2,Sandy,2.02,1.081,1.553,Lentil
74.84,46.73,66.44,27.06,75.49,7.115,75.3,Black,2.496,0.449,1.313,Onion
14.93,22.7,25.17,32.47,52.85,5.872,80.5,Loamy,0.957,0.951,0.928,Mango
32.94,56.53,33.96,28.21,67.53,6.61,109.9,Black,2.46,0.883,1.316,Groundnut
71.96,42.26,36.08,22.79,63.35,6.49,80.2,Clay,1.873,0.531,1.366,Maize
36.53,57.0,83.92,17.96,51.06,6.715,59.1,Sandy,1.662,0.675,1.258,ChickPea
64.8,46.59,39.15,23.75,75.76,6.404,207.9,Red,2.068,0.187,1.188,Jute
88.03,43.52,44.99,19.29,69.7,7.148,74.5,Sandy,0.965,0.99,1.04,Sunflower
52.66,71.62,21.26,30.28,70.44,6.382,69.2,Black,2.135,0.376,1.346,Blackgram
24.05,44.21,77.93,28.87,55.76,7.114,47.0,Red,1.619,1.321,1.614,MothBeans
86.99,49.55,43.78,27.33,78.81,6.888,183.2,Sandy,1.566,0.62,1.186,Jute
75.53,28.65,87.16,24.09,73.42,6.917,95.2,Sandy,1.963,0.683,1.723,Onion
21.28,51.34,69.37,25.3,49.98,5.859,91.9,Clay,2.273,0.823,0.578,PigeonPeas
13.75,67.96,17.51,19.28,57.67,7.186,45.3,Clay,1.674,0.609,1.361,Lentil
22.12,18.61,32.5,27.15,96.07,5.804,163.4,Alluvial,2.624,0.579,0.792,Coconut
15.01,64.89,19.98,16.9,55.61,7.118,49.9,Alluvial,2.105,1.04,1.589,Lentil
75.24,37.2,44.1,23.42,64.54,6.741,101.9,Loamy,1.971,1.163,1.393,Sunflower
19.54,71.35,80.82,18.09,58.49,5.964,84.1,Red,1.335,0.62,0.95,KidneyBeans
105.77,52.21,97.06,20.93,78.9,6.548,197.2,Clay,2.916,0.775,1.1,Ginger
92.89,60.73,66.03,25.87,76.38,7.175,115.0,Clay,1.423,0.898,0.625,Sugarcane
18.33,50.8,85.43,22.95,57.44,6.959,39.1,Laterite,1.709,0.635,1.024,MothBeans
20.98,40.51,83.35,27.9,58.15,6.792,49.0,Loamy,1.839,0.632,1.649,MothBeans
72.59,45.39,40.51,18.71,73.82,6.985,110.1,Red,1.582,0.593,1.715,Sunflower
80.42,42.56,50.84,25.37,63.54,6.718,91.2,Laterite,1.73,0.674,1.058,Maize
37.52,70.66,36.35,22.25,69.98,6.425,114.0,Laterite,0.752,0.868,2.456,Soybean
16.51,127.9,214.27,28.59,77.44,5.634,72.1,Black,1.813,1.242,1.187,Grapes
118.33,53.89,87.14,22.64,81.54,5.702,151.9,Laterite,1.636,1.384,0.662,Potato
80.72,27.58,49.54,15.29,60.49,7.545,70.6,Sandy,2.867,0.686,0.9,Mustard
34.56,64.22,34.42,22.32,67.87,6.225,99.0,Alluvial,2.165,0.812,1.208,Soybean
35.08,58.48,69.85,18.6,59.16,7.091,56.0,Laterite,1.498,1.041,1.158,ChickPea
93.76,89.84,41.07,26.41,73.75,6.291,100.4,Alluvial,3.057,0.833,1.186,Banana
28.69,51.82,27.78,24.66,60.56,6.834,103.2,Black,2.744,0.47,2.316,Groundnut
94.13,39.44,36.63,25.08,87.34,6.867,189.6,Red,2.358,0.203,0.617,Rice
42.05,57.84,37.8,19.48,71.64,6.854,86.7,Clay,2.318,0.672,0.951,Soybean
129.41,64.11,106.28,17.0,80.75,5.921,103.9,Red,1.539,1.235,1.221,Potato
32.41,38.61,37.12,27.86,68.47,6.777,86.8,Black,2.08,0.721,0.951,Groundnut
98.98,47.08,98.8,22.62,77.74,5.833,155.6,Black,2.446,0.722,0.983,Ginger
89.96,50.79,121.84,26.07,84.51,6.324,170.2,Sandy,1.693,0.911,1.501,Turmeric
20.32,82.68,72.08,26.99,41.9,6.024,110.1,Clay,2.22,0.902,1.779,PigeonPeas
102.92,50.82,29.93,18.12,56.35,7.437,102.5,Laterite,2.063,0.1,1.573,Mustard
64.29,49.41,37.0,18.34,61.53,6.012,117.0,Loamy,1.875,0.869,1.139,Maize
68.66,42.02,32.53,22.66,83.3,6.746,95.4,Red,2.914,0.428,1.738,Sunflower
43.97,61.25,17.69,29.96,72.31,7.068,71.1,Loamy,1.394,0.693,1.195,Blackgram
23.07,47.44,96.01,27.34,61.83,6.504,52.9,Loamy,1.916,0.783,1.539,MothBeans
22.45,62.15,41.61,27.3,59.03,6.345,100.5,Laterite,1.794,0.617,0.453,Groundnut
82.39,37.23,39.94,16.72,66.57,7.197,67.3,Loamy,2.389,0.683,1.948,Mustard
79.44,59.61,75.49,19.62,74.2,6.674,80.5,Laterite,1.35,1.061,1.438,Tomato
14.62,114.74,193.48,19.48,93.34,6.023,121.0,Red,1.619,1.173,0.984,Apple
19.79,42.13,75.68,34.4,50.0,6.75,56.1,Laterite,2.055,0.377,1.062,MothBeans
95.54,47.06,49.46,15.15,67.3,7.723,74.8,Red,2.511,0.904,1.354,Mustard
141.27,63.62,100.49,19.77,85.31,5.741,106.7,Red,1.559,0.801,1.461,Potato
107.16,82.47,55.95,25.94,76.36,5.997,107.3,Loamy,1.688,0.662,1.363,Banana
79.55,60.39,54.4,26.19,81.53,6.247,107.1,Alluvial,3.065,0.543,1.699,Banana
26.74,48.55,83.84,29.22,56.57,7.007,58.2,Laterite,1.928,0.997,1.5,MothBeans
135.06,53.97,52.7,23.07,78.83,7.108,78.2,Black,0.5,0.466,0.418,Cotton
74.35,51.32,33.95,21.17,71.49,6.834,188.1,Sandy,2.03,0.57,1.485,Jute
16.2,67.28,71.37,17.62,61.96,6.269,63.4,Laterite,1.672,0.831,1.119,KidneyBeans
105.82,53.17,48.5,27.79,77.57,7.196,77.4,Sandy,3.212,0.739,1.301,Cotton
144.16,60.33,118.2,17.97,86.95,5.63,113.3,Sandy,1.382,0.433,1.366,Potato
15.94,69.65,79.51,22.56,66.55,6.491,65.0,Clay,2.179,0.404,0.565,KidneyBeans
119.82,63.35,102.46,20.47,80.6,5.71,136.0,Alluvial,1.71,0.812,0.745,Potato
68.59,34.55,57.38,20.07,75.3,6.464,87.8,Laterite,1.643,0.742,1.394,Onion
42.32,62.96,49.9,20.81,61.77,6.551,95.2,Black,3.105,0.642,1.194,Soybean
40.24,77.36,24.3,27.65,72.85,6.934,72.8,Red,1.9,0.827,1.303,Blackgram
15.53,71.54,17.89,20.46,56.54,6.911,41.4,Alluvial,1.503,0.941,0.877,Lentil
25.68,18.22,24.58,27.18,95.21,6.055,132.3,Laterite,1.739,0.942,1.133,Coconut
76.93,55.5,39.42,21.81,61.47,6.451,103.5,Loamy,1.821,1.152,1.53,Maize
26.6,48.8,26.87,27.75,70.31,6.749,104.5,Sandy,2.34,0.465,1.566,Groundnut
74.92,49.93,80.7,26.81,66.67,6.442,79.8,Alluvial,2.093,0.358,1.292,Tomato
26.42,139.89,206.07,22.19,82.28,5.646,58.8,Black,2.361,0.48,1.076,Grapes
16.66,76.89,19.86,16.31,62.3,6.939,45.4,Red,2.152,0.448,1.407,Lentil
47.25,75.56,18.81,30.01,63.96,6.399,66.5,Red,2.375,0.741,1.064,Blackgram
18.15,114.52,184.27,21.11,96.33,5.177,112.9,Clay,3.204,0.96,1.225,Apple
67.29,35.95,48.04,22.02,60.32,6.2,96.7,Sandy,1.382,1.252,1.118,Maize
94.94,66.84,59.92,23.46,75.41,6.035,99.6,Clay,1.981,0.659,1.208,Banana
25.36,60.34,86.35,25.69,53.39,5.988,92.7,Clay,1.529,0.341,1.85,PigeonPeas
70.68,63.03,75.64,27.23,70.63,6.244,101.0,Laterite,3.018,1.163,0.865,Tomato
85.65,45.17,46.85,23.26,78.38,6.732,149.0,Sandy,1.934,0.952,1.526,Jute
115.53,55.18,48.47,18.87,75.12,7.113,83.7,Sandy,1.953,0.509,1.339,Cotton
19.29,67.32,87.6,26.74,39.12,6.195,100.7,Alluvial,1.315,1.454,1.088,PigeonPeas
44.84,56.79,43.02,25.95,64.37,6.533,114.4,Clay,2.315,0.787,1.035,Soybean
69.94,46.13,45.87,24.44,58.9,6.009,118.7,Alluvial,2.052,1.178,1.423,Maize
69.47,47.64,34.3,22.96,74.73,6.59,138.9,Black,1.297,0.885,1.323,Jute
50.93,55.11,36.29,19.95,71.46,6.462,88.4,Loamy,3.44,0.484,0.802,Soybean
84.11,46.76,95.6,23.41,75.12,6.385,82.2,Laterite,2.7,0.856,1.401,Onion
112.99,58.03,92.49,17.44,79.69,5.705,132.1,Red,3.383,0.799,1.28,Potato
79.93,36.28,79.47,22.27,72.52,7.466,58.0,Alluvial,2.13,0.455,1.267,Onion
123.98,49.09,104.89,12.99,84.71,6.235,170.3,Laterite,2.124,0.677,1.013,Potato
19.06,75.55,81.51,21.39,53.45,5.771,67.5,Sandy,2.337,0.742,1.402,KidneyBeans
72.97,48.63,102.91,21.23,81.42,6.687,172.6,Alluvial,2.501,0.471,0.591,Ginger
88.56,35.66,36.7,20.35,64.26,7.727,97.0,Black,2.472,0.955,1.262,Mustard
74.3,46.49,43.56,24.66,85.92,5.862,262.5,Sandy,1.808,0.561,1.385,Rice
75.12,67.99,120.32,25.54,80.23,5.995,155.5,Red,1.98,1.2,0.604,Turmeric
29.69,55.54,42.99,27.12,64.75,6.894,85.7,Black,2.597,0.778,1.117,Groundnut
77.0,53.22,45.82,23.01,62.63,6.016,97.7,Laterite,2.569,1.358,1.31,Maize
38.85,57.92,42.44,23.55,67.61,6.706,94.0,Black,2.045,0.797,1.666,Soybean
88.19,62.39,120.87,26.17,84.16,6.586,179.1,Red,1.926,0.604,0.639,Turmeric
23.8,32.51,33.81,29.82,55.37,6.052,132.9,Sandy,1.25,0.728,0.999,Mango
90.25,59.37,134.39,28.74,80.89,5.864,220.7,Red,1.838,0.629,1.667,Turmeric
36.65,60.85,32.01,23.4,67.62,6.749,110.9,Clay,2.598,0.315,0.611,Soybean
85.7,45.18,33.83,22.52,72.86,6.757,103.4,Loamy,2.228,0.726,1.161,Sunflower
69.29,34.65,36.62,22.8,73.39,6.991,64.8,Clay,2.564,1.047,1.983,Sunflower
19.03,135.54,210.08,23.36,79.26,5.907,66.2,Black,2.581,1.106,1.663,Grapes
68.59,41.55,40.39,20.76,61.1,6.435,109.8,Laterite,2.28,0.998,0.918,Maize
21.03,68.27,15.92,21.38,58.51,6.94,33.4,Clay,2.447,1.194,0.924,Lentil
90.45,62.19,119.4,26.15,79.36,6.542,202.2,Red,1.351,0.84,1.132,Turmeric
52.41,77.37,15.43,33.58,75.88,6.704,75.0,Alluvial,1.991,0.452,1.9,Blackgram
16.46,21.2,23.14,32.17,47.98,6.19,83.9,Black,2.027,0.367,1.109,Mango
122.39,44.78,52.85,24.75,75.99,6.731,85.7,Sandy,2.509,1.234,0.918,Cotton
12.83,63.65,39.47,28.38,58.67,6.873,93.1,Laterite,2.452,0.381,0.992,Groundnut
104.13,75.88,90.19,25.64,79.15,6.848,105.8,Clay,2.209,1.036,1.239,Sugarcane
88.57,56.6,119.97,27.13,78.53,6.378,238.7,Laterite,2.471,1.032,0.627,Turmeric
79.76,44.07,30.58,21.69,60.26,7.464,67.2,Black,2.234,1.189,1.047,Mustard
23.42,60.37,37.28,29.52,64.99,6.462,94.8,Black,1.7,0.986,1.299,Groundnut
19.48,66.58,18.4,20.31,58.23,6.547,42.4,Laterite,1.768,0.977,0.526,Lentil
20.49,51.96,92.41,26.91,50.08,6.834,67.4,Alluvial,2.745,1.647,0.342,MothBeans
117.8,47.59,35.95,24.01,77.91,7.222,75.1,Clay,2.948,0.373,0.981,Cotton
39.53,79.99,87.02,16.77,55.6,7.743,61.8,Loamy,1.78,0.501,1.144,ChickPea
65.19,61.61,82.9,24.13,70.6,6.044,72.8,Black,2.349,0.755,1.107,Tomato
65.83,52.7,38.56,14.77,62.0,6.86,71.3,Black,1.57,0.427,1.114,Mustard
74.34,55.94,70.67,19.4,66.07,6.582,93.6,Clay,2.142,0.831,0.821,Tomato
69.6,30.27,51.05,18.88,60.93,7.602,108.1,Black,1.58,0.328,1.413,Mustard
27.07,52.69,77.04,26.12,47.21,6.214,95.2,Loamy,2.285,0.659,0.939,PigeonPeas
92.55,36.04,52.57,23.55,83.47,6.9,72.4,Loamy,1.561,0.744,1.713,Cotton
78.34,34.55,85.4,26.66,73.39,7.236,61.8,Sandy,0.5,0.698,1.825,Onion
68.07,35.4,35.55,20.12,54.19,7.325,72.8,Alluvial,2.252,0.163,0.942,Mustard
88.11,55.77,126.4,26.43,79.76,5.858,165.8,Clay,2.467,0.811,0.737,Turmeric
69.76,46.67,46.96,19.31,57.99,7.098,82.6,Loamy,1.91,0.877,0.633,Mustard
50.36,55.85,21.98,30.78,63.48,6.891,72.1,Sandy,2.153,0.751,1.891,Blackgram
111.7,61.41,38.1,17.99,66.52,6.412,111.3,Sandy,1.852,0.458,1.171,Wheat
90.47,40.14,43.0,22.8,84.11,5.933,206.1,Sandy,2.29,1.054,1.673,Rice
26.53,15.8,32.15,27.18,94.86,5.801,166.3,Clay,1.735,0.751,1.742,Coconut
44.83,65.54,34.99,22.58,70.68,6.912,88.7,Laterite,1.756,0.919,1.405,Soybean
24.89,146.78,218.25,19.01,89.96,6.109,118.4,Laterite,1.414,1.208,1.417,Apple
105.03,95.28,44.81,26.27,75.15,5.864,104.6,Laterite,0.955,0.762,1.174,Banana
19.34,48.43,39.62,27.97,52.38,6.652,66.6,Sandy,2.753,1.061,1.518,Groundnut
127.32,46.03,87.21,22.99,85.53,5.733,157.1,Red,2.261,1.188,0.818,Ginger
87.43,61.96,86.55,27.09,75.39,6.847,131.4,Red,2.346,0.747,1.738,Sugarcane
42.86,79.48,83.72,19.22,55.18,7.788,79.5,Black,1.875,0.633,1.622,ChickPea
94.61,50.61,44.5,19.72,75.57,6.714,106.1,Red,1.345,0.603,1.335,Wheat
71.17,44.7,41.72,25.42,67.05,5.842,106.2,Sandy,2.95,0.735,1.587,Maize
23.77,139.55,225.07,22.36,93.14,5.015,113.7,Laterite,1.408,0.971,1.233,Apple
19.88,37.89,88.64,24.39,41.71,7.003,58.2,Black,1.952,0.354,0.457,MothBeans
19.57,12.84,25.18,27.05,90.99,5.731,174.1,Black,2.575,0.658,1.02,Coconut
108.29,69.68,89.68,23.53,84.66,5.878,128.0,Laterite,2.013,1.044,0.676,Ginger
18.93,16.79,24.54,29.19,89.55,5.969,136.2,Alluvial,2.096,0.531,1.374,Coconut
46.25,71.01,18.02,32.41,65.39,6.454,51.2,Sandy,2.162,1.043,1.203,Blackgram
82.35,54.61,43.04,17.84,65.88,6.52,98.2,Sandy,2.624,0.634,1.543,Wheat
36.75,56.55,43.02,19.74,65.92,6.316,92.1,Red,2.645,1.062,0.88,Soybean
16.8,51.63,72.38,26.76,54.77,6.556,46.4,Black,2.287,0.978,1.411,MothBeans
25.04,50.75,36.46,24.89,69.1,7.017,56.1,Loamy,2.323,0.903,0.997,MungBean
19.49,27.31,28.89,29.2,51.42,5.869,72.9,Red,1.095,0.986,1.012,Mango
16.28,119.42,210.21,22.28,84.86,5.506,58.7,Laterite,2.377,1.054,1.468,Grapes
21.86,30.92,38.52,28.42,58.06,7.206,64.4,Alluvial,1.989,0.1,1.667,MungBean
