State,District,Year,Season,Crop,Nitrogen,Phosphorus,Potassium,Temperature,Humidity,pH_Value,Rainfall,Yield_kg_ha,Price_INR_q
Gujarat,Anand,2020,Rabi,Wheat,90.26,78.8,30.93,15.22,48.63,7.48,706.26,4189.86,1796.54
Uttar Pradesh,Prayagraj,2021,Rabi,Potato,120.01,44.59,151.57,26.1346,83.0746,7.7989,997.91,18242.4,850.87
Uttar Pradesh,Azamgarh,2020,Rabi,Lentil,19.89,49.55,29.65,17.2,75.01,7.91,761.33,677.86,4782.12
Tamil Nadu,Chennai,2022,Annual,Banana,107.92,67.46,50.11,22.15,63.33,6.02,1145.76,27614.4,1281.28
Bihar,Rohtas,2020,Kharif,Maize,67.38,45.19,43.17,29.31,84.75,7.7,1109.82,3500.6,1697.84
Dadra & Nagar Haveli,Dadra and Nagar Haveli,2021,Annual,Sugarcane,109.19,72.92,66.68,21.51,70.51,6.17,2195.85,79967.73,360.7
Bihar,Vaishali,2022,Annual,Mango,17.7,28.21,29.67,27.0663,65.9825,7.99,886.48,6262.6,3516.25
Dadra & Nagar Haveli,Dadra and Nagar Haveli,2021,Kharif,Maize,50.44,59.14,37.51,34.25,74.33,6.41,1925.44,527.18,1781.86
Ladakh,Kargil,2020,Rabi,Potato,124.34,55.45,55.57,8.3193,41.5473,6.8861,156.5,16376.8,967.16
Delhi,East Delhi,2019,Rabi,Wheat,121.78,71.32,30.79,21.2213,57.1099,7.4031,557.74,4288.7,1789.99
Madhya Pradesh,Gwalior,2020,Annual,Sugarcane,130.1,67.51,92.41,27.99,48.99,8.17,1342.78,89362.9,302.28
Jharkhand,Dhanbad,2020,Kharif,Maize,85.57,30.06,38.8,30.12,63.12,5.15,1082.44,2048.1,2163.59
Karnataka,Mysuru,2019,Kharif,Cotton,119.12,31.1,55.33,24.2424,81.2152,5.7287,1169.21,306.4,5372.91
Andhra Pradesh,Prakasam,2020,Kharif,Cotton,141.31,39.41,62.82,21.01,86.37,5.75,1223.9,397.2,5141.44
Madhya Pradesh,Vidisha,2022,Kharif,Groundnut,39.17,44.53,31.77,25.62,59.15,7.56,1019.91,1859.89,6856.4
Himachal Pradesh,Hamirpur,2019,Rabi,Potato,90.38,80.39,102.12,5.34,74.61,5.94,1063.35,17869.59,1154.22
Meghalaya,Jaintia Hills,2022,Kharif,Maize,122.86,59.18,47.62,23.2412,91.3379,6.1716,3005.03,2931.4,1963.01
Odisha,Koraput,2022,Kharif,Turmeric,99.15,68.86,117.03,31.95,53.12,6.51,1272.28,3431.5,5572.5
Arunachal Pradesh,Itanagar,2023,Rabi,Potato,98.03,43.13,97.31,9.3,89.69,6.19,2321.52,17653.8,959.36
Bihar,Nalanda,2020,Rabi,Potato,102.21,77.46,138.38,30.48,82.6,7.16,1195.65,24394.3,998.77
Punjab,Ropar,2023,Rabi,Potato,106.57,56.49,87.08,21.38,64.72,6.82,689.2,17354.9,914.36
Odisha,Kendrapara,2020,Kharif,Groundnut,33.95,48.93,38.63,22.8214,75.3616,5.9856,1244.85,2458.1,4652.22
Kerala,Kochi,2022,Kharif,Turmeric,128.2,77.2,102.31,25.45,83.63,5.83,2289.23,3979.73,7320.08
Jharkhand,Giridih,2023,Zaid,MungBean,21.2,41.79,43.72,30.117,67.9868,6.3018,1280.73,1116.0,8832.0
Maharashtra,Wardha,2019,Rabi,Wheat,125.92,39.74,49.09,21.37,66.19,6.37,1107.76,2939.0,2091.93
Himachal Pradesh,Mandi,2023,Rabi,Wheat,109.7,51.12,27.64,5.0,65.2178,6.004,1049.67,4251.7,1798.76
Andhra Pradesh,Vijayawada,2022,Annual,Mango,10.63,23.26,39.42,17.87,67.98,5.67,1031.36,7225.01,3128.55
Assam,Guwahati,2022,Annual,Banana,92.36,96.35,64.87,17.84,84.68,5.2,1287.83,21923.1,1232.59
Tripura,East Tripura,2020,Kharif,Jute,105.2,57.95,45.66,24.89,76.73,5.98,1731.79,2108.6,4564.58
Gujarat,Junagadh,2020,Rabi,Potato,143.87,57.88,116.95,32.01,61.4,8.08,705.14,15684.7,1092.13
Himachal Pradesh,Hamirpur,2021,Kharif,Ginger,127.31,24.47,98.44,18.26,56.46,6.31,1495.98,2141.59,5839.21
Jharkhand,Hazaribagh,2020,Rabi,Lentil,14.23,80.25,27.89,23.4151,81.2221,5.488,1331.15,1167.5,4915.86
Uttar Pradesh,Bulandshahr,2020,Annual,Mango,35.14,25.54,39.93,21.44,69.23,7.18,614.17,9320.54,2982.85
Andaman & Nicobar,Nicobars,2019,Annual,Banana,117.86,87.66,76.95,27.1491,86.6554,6.1012,2540.35,28530.4,1217.1
Andhra Pradesh,Visakhapatnam,2020,Kharif,Maize,59.56,50.14,41.78,29.57,75.9,6.51,982.32,2192.5,1886.86
Karnataka,Hassan,2022,Annual,Banana,83.22,76.52,37.32,22.96,77.95,7.04,896.12,21993.15,1000.19
Rajasthan,Chittorgarh,2020,Zaid,MungBean,7.34,30.94,32.38,38.7716,67.9232,7.807,426.47,1106.3,7979.43
Rajasthan,Bharatpur,2019,Kharif,MothBeans,18.31,43.69,82.23,23.9972,28.0042,8.1404,248.98,833.4,4085.99
Ladakh,Leh,2021,Rabi,Potato,164.02,73.14,142.33,12.81,39.92,7.48,1.0,23124.0,1100.05
Maharashtra,Kolhapur,2020,Kharif,Rice,96.39,42.73,35.62,28.34,73.88,6.38,959.23,2625.51,1945.71
Telangana,Warangal,2020,Kharif,Maize,75.23,45.84,48.67,26.99,44.01,7.24,856.77,2270.3,1761.98
Andhra Pradesh,Vijayawada,2023,Annual,Banana,73.41,90.15,66.84,27.1,76.34,6.35,861.48,24333.2,1310.47
Uttar Pradesh,Gorakhpur,2020,Rabi,Wheat,95.8,54.27,45.36,22.47,37.77,6.94,675.91,2709.68,2293.49
Odisha,Cuttack,2019,Kharif,Rice,71.89,41.75,37.38,30.58,84.23,5.98,1901.61,3379.8,1858.83
Bihar,Muzaffarpur,2022,Annual,Sugarcane,115.92,52.98,40.62,23.593,68.7342,7.4812,1024.43,64982.8,304.62
Odisha,Sambalpur,2020,Kharif,Groundnut,41.12,56.51,33.94,29.97,67.01,6.66,1278.49,2493.1,5843.4
Andhra Pradesh,East Godavari,2021,Kharif,Groundnut,23.67,40.45,46.53,31.63,80.16,6.05,1232.43,1848.1,5675.26
Odisha,Rayagada,2019,Kharif,Groundnut,33.83,47.28,37.03,25.25,81.16,4.98,1635.38,2191.0,6461.98
Punjab,Gurdaspur,2023,Kharif,Rice,79.9,25.05,30.75,19.71,66.24,7.83,791.06,2668.3,1650.85
Uttar Pradesh,Azamgarh,2022,Kharif,Maize,87.01,51.67,51.64,23.87,95.97,7.71,610.19,2894.1,1803.19
Maharashtra,Yavatmal,2023,Kharif,Soybean,33.64,61.42,35.53,29.18,49.37,5.69,1144.28,1758.33,4379.3
Kerala,Kochi,2019,Kharif,Turmeric,70.59,63.17,116.51,30.2,84.39,6.11,2963.98,3717.2,6415.91
Andhra Pradesh,Kurnool,2022,Kharif,Rice,102.74,37.8,49.27,33.12,71.37,6.48,904.7,3870.2,2040.97
Haryana,Panipat,2019,Rabi,Mustard,85.08,36.0,31.76,28.58,63.91,7.46,942.27,1782.1,4836.62
Maharashtra,Wardha,2022,Rabi,Wheat,125.22,40.79,51.45,21.57,66.02,6.26,1119.66,3819.1,2266.43
Assam,Nagaon,2019,Annual,Sugarcane,82.82,58.84,88.28,27.22,84.52,6.1,1461.08,57006.4,289.68
Andhra Pradesh,Srikakulam,2021,Kharif,Groundnut,29.9,66.92,26.11,31.7129,69.9064,5.4729,939.01,2022.3,6377.68
Puducherry,Karaikal,2019,Kharif,Cotton,147.44,28.14,51.88,31.5829,76.4711,6.3166,1181.96,591.4,6769.75
Kerala,Alappuzha,2022,Annual,Coconut,38.27,23.27,39.02,28.65,97.41,5.39,2963.22,6528.9,1559.43
Rajasthan,Sikar,2019,Kharif,Groundnut,26.86,47.88,27.87,25.45,60.27,8.32,381.34,3137.84,5542.88
Tamil Nadu,Tiruppur,2022,Kharif,Rice,105.05,5.64,44.04,26.58,66.68,6.69,876.65,4131.6,2149.1
Sikkim,East Sikkim,2023,Rabi,Potato,113.33,63.15,145.6,10.62,78.78,5.84,2475.2,22849.9,1090.28
Dadra & Nagar Haveli,Dadra and Nagar Haveli,2020,Annual,Sugarcane,93.68,46.63,108.79,26.808,75.9669,6.491,2518.41,62480.6,284.26
Maharashtra,Sangli,2023,Kharif,Rice,64.83,37.53,55.64,27.312,81.042,6.7662,788.44,3829.5,1963.55
West Bengal,North 24 Parganas,2023,Rabi,Onion,83.29,53.62,72.15,21.9557,77.3713,6.4012,1609.06,15597.5,1679.65
Goa,North Goa,2020,Annual,Mango,21.44,28.13,10.63,30.49,84.89,6.41,2392.21,7942.2,2550.19
West Bengal,Bankura,2022,Kharif,Jute,53.51,56.54,10.49,26.03,81.2,6.08,1677.61,3275.8,4099.2
Uttar Pradesh,Bareilly,2023,Annual,Mango,13.11,18.91,28.62,34.18,66.25,5.66,684.91,9034.3,3218.44
Uttar Pradesh,Agra,2019,Annual,Mango,34.46,50.31,29.79,30.71,62.14,7.27,785.16,9478.3,2860.6
Ladakh,Leh,2023,Rabi,Mustard,101.48,46.92,35.56,5.0,23.2866,6.6456,184.54,1640.6,5799.3
Daman & Diu,Daman,2022,Kharif,Rice,83.4,21.47,29.64,25.01,66.22,6.56,1389.94,2453.3,2156.38
Kerala,Thrissur,2020,Kharif,Turmeric,128.97,51.18,91.38,31.2492,75.6782,5.8013,3166.34,3441.1,6209.74
Gujarat,Mehsana,2023,Kharif,Rice,103.13,58.56,26.37,32.48,68.78,7.76,632.75,2066.17,1993.51
Assam,Barpeta,2023,Kharif,Turmeric,70.16,50.79,129.03,33.02,93.84,5.58,1441.08,3868.7,6854.58
Karnataka,Bellary,2022,Rabi,Grapes,21.71,147.55,197.98,25.97,81.81,5.96,850.62,15659.7,4038.58
Nagaland,Mokokchung,2023,Kharif,Maize,99.94,24.95,62.51,18.41,61.81,6.32,2115.22,3346.4,2027.71
Assam,Golaghat,2019,Kharif,Ginger,61.34,37.59,93.68,30.3579,77.7949,5.0564,2224.77,3116.8,5020.24
Gujarat,Kaira,2023,Kharif,Rice,91.98,47.26,43.54,37.98,56.15,8.08,808.06,2118.6,1879.87
Bihar,Gaya,2020,Annual,Mango,22.24,33.95,24.3,32.134,59.8316,6.4712,1327.87,5724.7,3296.3
Haryana,Kurukshetra,2021,Rabi,Wheat,117.43,50.49,38.12,14.97,54.34,7.3,418.02,3030.45,2057.07
Tripura,East Tripura,2020,Kharif,Turmeric,94.21,65.53,114.84,30.27,88.87,5.48,1947.68,4204.8,6699.04
Tamil Nadu,Dindigul,2021,Kharif,Rice,17.98,28.73,33.97,24.7762,74.8394,6.3159,943.12,3222.5,2101.32
Jammu & Kashmir,Anantnag,2022,Rabi,Lentil,13.63,61.98,14.3,13.34,56.05,7.89,1290.07,787.2,5314.01
Uttarakhand,Nainital,2019,Rabi,Potato,100.25,56.04,69.31,12.8,61.26,6.68,1494.94,24511.9,1002.0
Uttarakhand,Dehradun,2020,Rabi,Wheat,92.35,43.05,48.18,18.52,69.91,5.36,1404.09,3711.7,1852.87
Tamil Nadu,Trichy,2020,Rabi,Tomato,96.02,60.26,82.21,24.7594,71.5285,6.3402,1206.62,17336.0,2506.78
Uttar Pradesh,Jhansi,2021,Rabi,Onion,42.97,28.49,95.53,25.37,61.66,6.69,1015.89,10050.0,2111.84
Punjab,Gurdaspur,2020,Kharif,Rice,75.6,22.51,41.94,27.7514,62.6247,7.6101,841.2,2863.1,1951.16
Tamil Nadu,Thanjavur,2023,Annual,Mango,21.31,25.09,27.54,30.752,64.8527,6.0126,1167.58,6349.6,3023.32
Jammu & Kashmir,Kathua,2023,Rabi,Apple,38.37,97.89,187.08,22.8345,49.1773,7.3377,950.74,13022.5,5208.5
Goa,South Goa,2020,Annual,Coconut,23.21,10.41,35.74,23.3507,90.5668,6.3756,2789.65,7314.9,1394.81
Bihar,Sitamarhi,2021,Rabi,Potato,134.59,72.98,82.3,17.29,67.29,7.58,1175.69,15742.8,836.37
Maharashtra,Jalgaon,2023,Rabi,Tomato,53.16,59.14,92.48,23.72,41.34,5.67,956.88,15283.5,2557.17
Goa,South Goa,2023,Annual,Mango,13.55,39.69,39.26,23.22,89.56,6.01,2860.64,6664.7,2862.11
Rajasthan,Alwar,2020,Kharif,Cotton,81.75,38.11,29.84,20.2117,44.533,9.0863,473.15,553.6,6584.2
Tripura,North Tripura,2022,Kharif,Turmeric,103.81,48.44,128.23,20.81,81.82,5.91,1572.98,4761.6,7081.41
West Bengal,Nadia,2019,Rabi,Wheat,112.28,67.86,34.77,26.17,70.01,5.26,1971.64,3335.0,1750.49
Madhya Pradesh,Satna,2021,Rabi,Mustard,96.61,31.52,34.89,25.7894,44.2589,6.4047,864.15,1662.6,5882.34
Andhra Pradesh,Prakasam,2021,Kharif,Groundnut,18.04,61.37,31.02,32.23,66.75,6.48,787.19,2470.8,6732.69
Andhra Pradesh,Anantapur,2019,Kharif,Groundnut,26.43,74.46,30.07,30.21,69.59,6.27,1166.94,2473.0,5512.84
Andhra Pradesh,Vijayawada,2019,Annual,Mango,41.13,17.27,12.22,25.4653,65.5633,6.3304,834.27,6151.8,2793.32
Kerala,Kochi,2022,Annual,Coconut,27.56,28.2,38.26,29.02,78.81,5.69,3568.94,6954.2,1369.96
Rajasthan,Chittorgarh,2019,Rabi,Wheat,105.54,55.65,43.19,26.42,64.17,8.44,271.29,3702.2,2053.75
Odisha,Berhampur,2021,Kharif,Rice,83.34,39.91,16.69,22.62,87.29,5.95,1686.27,2629.4,1821.24
Haryana,Gurugram,2020,Annual,Sugarcane,108.44,35.91,82.81,29.7,67.43,6.85,573.4,69949.11,171.71
Delhi,North Delhi,2021,Rabi,Wheat,68.09,31.39,42.04,17.6997,62.5571,7.5154,919.57,4903.0,2128.32
Assam,Guwahati,2020,Annual,Banana,86.53,78.92,75.33,21.48,70.96,5.43,1801.86,20055.17,1069.24
Tamil Nadu,Cuddalore,2019,Annual,Banana,52.89,77.42,46.71,31.4025,90.6463,6.4756,1001.92,21197.4,1290.72
West Bengal,Darjeeling,2019,Rabi,Mustard,57.94,33.77,38.81,23.69,84.05,6.04,1240.97,1916.0,5160.57
Odisha,Rayagada,2022,Kharif,Groundnut,34.81,47.93,33.3,25.4146,81.3501,5.102,1614.6,2191.0,6461.98
Andhra Pradesh,Anantapur,2022,Kharif,Rice,109.82,38.24,34.86,32.92,67.38,7.33,1238.1,2785.24,1718.05
Punjab,Amritsar,2023,Kharif,Rice,65.57,30.05,48.28,18.9321,47.67,7.1135,1015.78,3004.9,1587.77
Bihar,Saran,2020,Rabi,Lentil,20.25,97.26,1.0,21.3,90.37,6.61,1161.56,1121.5,4966.93
Chhattisgarh,Bilaspur,2019,Kharif,Maize,101.38,48.49,45.4,28.73,57.85,5.99,829.83,2801.0,1883.71
Kerala,Kozhikode,2022,Kharif,Ginger,95.95,49.84,95.23,30.7003,82.3629,5.7913,2503.47,3465.3,5502.09
Goa,North Goa,2021,Annual,Sugarcane,147.06,79.05,61.24,30.32,82.44,6.12,2630.74,65804.0,259.62
Tamil Nadu,Ramanathapuram,2020,Annual,Coconut,18.5,20.12,38.06,27.67,80.88,6.8,889.47,5354.8,1432.32
Telangana,Khammam,2020,Rabi,Tomato,81.08,74.42,69.96,26.0774,63.6109,6.4033,1090.48,24074.7,2254.59
Kerala,Malappuram,2019,Annual,Coconut,36.59,4.0,31.66,27.6,76.29,5.95,2596.12,7443.9,1645.47
Haryana,Sonipat,2019,Rabi,Sunflower,59.88,38.98,52.89,28.67,49.69,7.19,916.12,471.73,5181.37
Chhattisgarh,Rajnandgaon,2020,Kharif,Rice,91.17,36.78,3.06,31.46,72.58,5.71,1342.64,4495.3,2007.0
Rajasthan,Nagaur,2023,Rabi,Wheat,79.72,39.02,45.2,36.26,30.87,8.3,530.01,2584.2,2041.2
Rajasthan,Bikaner,2023,Kharif,Groundnut,23.29,79.04,39.7,27.69,75.54,8.13,399.5,2144.0,5071.48
Maharashtra,Jalgaon,2023,Rabi,Grapes,12.63,77.14,164.02,28.0,49.7,5.48,1074.48,14477.01,4084.6
Karnataka,Tumkur,2021,Kharif,Maize,62.65,55.54,44.1,24.59,65.41,6.57,1179.75,5557.22,1439.21
Maharashtra,Mumbai,2019,Rabi,Grapes,18.75,141.58,229.06,20.63,50.62,6.16,1096.91,16830.11,3934.13
Punjab,Fazilka,2023,Zaid,MungBean,14.99,37.39,47.43,27.0154,77.0104,7.4563,632.59,1032.5,7868.08
Nagaland,Tuensang,2022,Kharif,Maize,110.42,38.46,43.71,21.94,70.23,5.48,2249.44,2314.1,1940.06
Andaman & Nicobar,North and Middle Andaman,2021,Annual,Banana,62.5,64.31,48.2,30.7008,82.9583,4.879,2895.79,27871.0,1156.9
Meghalaya,Ri Bhoi,2019,Rabi,Potato,135.46,45.5,77.67,11.4288,85.0624,5.3788,1953.4,22490.2,980.4
Uttarakhand,Udham Singh Nagar,2021,Rabi,Tomato,72.35,75.63,58.15,12.36,80.19,5.36,1262.9,23670.0,2598.79
Chhattisgarh,Ambikapur,2023,Kharif,Soybean,45.43,76.92,49.0,26.69,82.26,5.97,1653.53,881.02,3837.65
Manipur,Bishnupur,2022,Kharif,Rice,89.6,20.94,49.0,17.78,81.03,4.88,1460.06,2015.3,1712.36
Tamil Nadu,Dindigul,2022,Kharif,Rice,82.64,35.17,48.08,25.79,69.51,6.55,1126.79,3886.3,1549.09
Himachal Pradesh,Kangra,2019,Rabi,Wheat,94.2,74.78,48.01,28.06,89.09,5.94,1025.65,4373.0,1953.54
Odisha,Rourkela,2020,Rabi,Mustard,59.93,39.65,37.45,18.4967,72.1636,5.6326,1522.82,1676.4,5161.34
Madhya Pradesh,Sagar,2020,Rabi,Wheat,75.36,47.6,18.71,22.9056,67.2528,7.5225,1076.95,3260.2,1920.74
Haryana,Hisar,2021,Zaid,MungBean,19.58,26.88,36.41,35.18,61.27,7.41,607.82,1520.87,8141.39
Tripura,East Tripura,2019,Kharif,Turmeric,102.14,48.13,114.66,20.2575,87.2054,5.0309,1565.23,4722.9,6818.33
Maharashtra,Latur,2022,Rabi,Wheat,85.27,29.08,32.76,27.2774,80.4779,6.717,1346.59,2824.6,1528.82
Gujarat,Sabarkantha,2022,Rabi,Wheat,67.77,55.09,45.81,18.7681,51.9732,7.233,772.48,4754.4,2016.47
Tamil Nadu,Dindigul,2020,Kharif,Rice,85.78,36.86,48.81,25.6554,67.7791,6.4678,1179.55,3886.3,1549.09
Kerala,Kannur,2019,Kharif,Rice,67.93,32.09,63.03,29.95,98.71,5.25,2690.69,3196.4,1660.59
Andaman & Nicobar,South Andaman,2022,Kharif,Turmeric,81.41,60.57,112.61,31.01,88.61,5.44,2813.29,3693.9,6620.85
Himachal Pradesh,Kangra,2021,Rabi,Wheat,92.63,62.85,39.31,6.9817,74.8592,6.7332,1081.81,4535.1,1886.53
Mizoram,Aizawl,2020,Kharif,Maize,81.95,45.78,75.47,18.69,89.58,5.23,2268.69,2567.72,2145.58
Delhi,West Delhi,2021,Kharif,Rice,88.97,30.79,45.99,27.12,52.09,6.95,802.09,2205.1,2078.67
Bihar,Bhagalpur,2020,Kharif,Rice,68.05,32.8,48.98,30.1348,64.3657,6.5817,1305.68,2446.0,1797.28
Rajasthan,Bikaner,2021,Kharif,Groundnut,25.59,75.28,45.23,20.97,39.68,7.84,550.7,2141.8,4710.08
Telangana,Karimnagar,2022,Kharif,Soybean,42.73,57.65,36.92,27.94,65.59,5.87,1020.14,1475.0,3460.98
Karnataka,Raichur,2022,Kharif,Rice,95.88,37.54,13.52,19.82,73.88,5.73,1170.14,2518.4,2002.31
Punjab,Gurdaspur,2023,Kharif,Rice,49.06,54.6,24.56,32.3224,52.4415,7.25,480.29,4270.9,2042.08
Bihar,Purnia,2020,Rabi,Wheat,107.77,38.54,65.49,20.49,70.12,6.7,1176.82,2911.1,1979.63
Bihar,Rohtas,2020,Rabi,Onion,64.89,54.3,69.44,19.46,60.62,7.42,1098.9,13597.76,2119.01
Bihar,Bhagalpur,2022,Rabi,Onion,59.93,44.62,99.76,17.78,78.35,6.53,1161.23,12173.16,1719.24
Andhra Pradesh,Srikakulam,2020,Annual,Sugarcane,128.88,67.1,101.84,25.04,57.32,6.5,1126.72,58922.2,291.27
Haryana,Ambala,2022,Zaid,MungBean,13.62,32.88,39.79,16.1336,77.2676,7.2825,329.31,839.3,7831.62
Odisha,Koraput,2022,Annual,Coconut,34.43,12.11,37.97,23.64,79.21,5.36,1515.89,5682.1,1438.97
Karnataka,Bengaluru Urban,2020,Annual,Mango,16.41,24.91,30.18,23.5303,67.8381,6.3178,878.5,9376.3,3464.16
Madhya Pradesh,Sagar,2023,Kharif,Soybean,54.9,72.91,26.51,26.07,40.98,6.65,1149.36,1080.38,3869.61
Gujarat,Anand,2019,Rabi,Wheat,104.91,49.43,64.01,21.23,53.6,7.54,744.53,3952.7,1732.37
Madhya Pradesh,Chhindwara,2022,Rabi,Mustard,50.65,17.68,19.61,28.1579,69.3619,6.2132,917.84,1367.0,5745.74
Bihar,Bhagalpur,2023,Rabi,Onion,66.42,22.1,92.49,14.44,69.69,7.19,1157.29,13544.66,2316.33
Punjab,Ferozepur,2023,Kharif,Cotton,127.22,36.97,46.93,31.0918,40.9326,7.0186,587.79,587.8,5829.35
Rajasthan,Udaipur,2023,Kharif,Cotton,114.73,53.59,56.69,23.47,45.66,7.15,335.05,302.3,5938.27
Jammu & Kashmir,Jammu,2019,Rabi,Apple,24.15,142.17,149.72,4.19,53.76,6.49,716.36,10774.5,5563.53
Madhya Pradesh,Rewa,2023,Rabi,Lentil,6.55,46.82,8.55,22.95,43.26,6.9,547.42,930.9,5732.8
Gujarat,Surat,2021,Kharif,Cotton,77.99,45.25,55.99,27.9649,49.2761,6.864,727.75,433.9,7062.96
Andhra Pradesh,Guntur,2021,Kharif,Groundnut,6.48,50.19,34.27,36.58,83.21,6.37,1215.8,1985.4,5542.65
Chhattisgarh,Rajnandgaon,2023,Kharif,Soybean,36.38,68.95,41.28,33.45,63.45,6.55,1233.79,1727.2,3843.68
Andaman & Nicobar,North and Middle Andaman,2020,Kharif,Rice,144.19,65.03,38.3,26.3682,86.7009,5.7851,2767.37,2509.5,1877.4
Uttar Pradesh,Kanpur,2019,Rabi,Lentil,20.76,39.39,15.25,21.2222,59.0935,6.9596,1042.03,1025.2,4559.49
Uttarakhand,Almora,2022,Kharif,Ginger,108.02,46.75,130.93,17.6568,79.3667,6.4279,1105.68,3543.1,5313.12
Punjab,Bathinda,2021,Kharif,Rice,91.79,47.08,49.32,22.47,80.64,7.42,659.56,3536.31,1949.0
Rajasthan,Pali,2022,Kharif,Groundnut,27.52,55.14,23.72,31.594,39.1483,8.3243,364.41,2409.5,6148.31
Manipur,Imphal East,2019,Kharif,Maize,95.82,33.19,37.47,16.9255,87.582,5.6478,1992.97,2749.1,2106.69
Haryana,Jhajjar,2022,Annual,Sugarcane,88.71,55.39,71.28,18.2077,45.7606,7.8382,680.12,59274.7,313.9
Tamil Nadu,Thanjavur,2023,Annual,Mango,20.84,26.63,27.95,26.09,83.77,6.53,396.42,6241.3,3093.28
Gujarat,Rajkot,2021,Annual,Sugarcane,75.98,67.69,82.37,35.0222,48.5947,7.5885,532.56,65219.0,322.76
Daman & Diu,Diu,2020,Kharif,Rice,90.79,21.5,47.31,31.2534,75.3481,6.7245,1510.76,3996.6,1686.99
Jammu & Kashmir,Srinagar,2022,Kharif,Soybean,44.32,70.16,41.28,25.01,53.05,6.78,1500.73,1661.2,3916.41
Haryana,Karnal,2021,Zaid,MungBean,14.41,33.98,48.39,27.98,76.93,8.03,677.58,1058.49,7818.38
Tripura,South Tripura,2019,Annual,Sugarcane,119.59,68.31,59.22,24.89,84.0,5.98,1979.14,56684.72,180.08
Bihar,Bhagalpur,2020,Kharif,Rice,97.56,41.04,33.07,26.93,85.53,7.13,1007.6,2518.8,1652.4
Tamil Nadu,Vellore,2019,Kharif,Maize,51.71,41.88,44.71,31.53,64.58,7.36,1192.1,2655.8,1937.97
Odisha,Rourkela,2022,Annual,Coconut,25.71,12.53,25.67,25.23,67.2392,6.0067,1423.2,7900.8,1479.88
Sikkim,South Sikkim,2020,Rabi,Apple,29.24,176.04,175.01,19.1,83.56,5.5,2054.96,14316.37,5085.73
Manipur,Imphal West,2022,Kharif,Rice,77.71,66.73,39.05,16.05,86.92,5.05,1228.37,4596.96,1681.3
Uttar Pradesh,Ghaziabad,2020,Rabi,Mustard,99.23,52.82,37.13,19.2936,61.9609,7.3834,683.56,1993.1,5312.76
Haryana,Karnal,2020,Kharif,Rice,87.58,39.77,19.6,30.75,31.29,8.08,796.78,5042.88,1667.65
Kerala,Kollam,2023,Kharif,Ginger,94.83,44.2,91.07,23.4866,83.8576,5.721,3864.26,4922.4,5733.37
Andhra Pradesh,Chittoor,2022,Annual,Mango,25.19,36.11,43.0,25.26,60.92,6.4,991.12,5701.9,2799.79
Assam,Dibrugarh,2020,Kharif,Turmeric,77.39,64.99,111.99,20.33,85.44,4.89,2186.12,3165.4,7446.25
West Bengal,Midnapore,2022,Kharif,Rice,70.49,40.01,51.49,26.4896,73.141,5.6174,1801.15,4495.4,1866.04
Maharashtra,Aurangabad,2022,Kharif,Cotton,129.5,51.19,62.97,31.95,48.1,6.7,871.14,648.65,6131.1
Rajasthan,Barmer,2021,Kharif,Cotton,66.95,31.01,27.14,22.88,19.91,8.75,417.62,503.1,6632.25
Rajasthan,Pali,2023,Rabi,Wheat,48.05,25.63,24.85,15.92,53.6,8.11,313.93,3258.56,1831.63
Tamil Nadu,Chennai,2019,Annual,Sugarcane,116.35,87.01,71.54,30.18,80.73,5.78,762.5,73604.2,295.61
Rajasthan,Bharatpur,2022,Kharif,Groundnut,28.09,47.3,38.21,31.3603,23.3329,8.1364,433.21,1655.4,5681.72
Andaman & Nicobar,South Andaman,2019,Kharif,Rice,42.08,48.41,25.53,28.8772,83.8843,6.0343,3566.32,4279.0,1791.28
Arunachal Pradesh,Papum Pare,2023,Kharif,Rice,102.58,36.24,37.24,24.1268,78.3535,5.6574,2158.16,3745.0,2006.59
Odisha,Balasore,2021,Kharif,Rice,59.3,19.74,36.35,32.3363,79.6984,5.8439,1727.05,2118.0,2009.84
Gujarat,Jamnagar,2021,Rabi,Potato,107.01,72.49,133.49,22.56,96.06,6.95,725.66,16478.3,1031.6
Tamil Nadu,Nagapattinam,2021,Rabi,Tomato,49.32,74.27,85.07,23.89,82.32,6.54,830.49,20177.6,2405.8
Gujarat,Vadodara,2023,Kharif,Groundnut,23.04,26.68,36.67,35.4881,51.2458,8.0562,661.0,2074.2,6662.62
Uttar Pradesh,Agra,2020,Kharif,Maize,79.69,48.22,31.48,22.46,55.05,7.53,1064.56,3637.3,1770.77
Uttar Pradesh,Jhansi,2022,Annual,Banana,125.04,86.89,60.32,21.76,76.97,7.49,1146.9,27341.19,1292.77
Odisha,Rayagada,2022,Kharif,Rice,59.12,42.2,46.55,25.47,85.41,6.28,1541.61,2801.8,2054.55
Madhya Pradesh,Satna,2023,Kharif,Maize,69.19,33.82,37.66,31.0,62.13,6.85,722.17,2888.6,2019.89
Chhattisgarh,Raipur,2023,Kharif,Groundnut,14.86,47.67,29.39,28.79,63.36,6.57,1557.13,2954.17,6269.67
Punjab,Patiala,2023,Rabi,Potato,118.5,66.88,77.58,12.49,39.28,7.37,444.91,22774.4,907.73
Maharashtra,Amravati,2019,Kharif,Cotton,196.01,62.01,33.11,31.82,74.02,6.95,829.71,397.44,6024.9
Sikkim,South Sikkim,2019,Rabi,Apple,16.78,146.68,201.43,15.65,83.63,4.77,2213.54,13746.8,5184.21
